_id,TRACKINGNUMBER,INSPECTIONDATE,INSPTYPE,NUMCRITICAL,NUMNONCRITICAL,VIOLLUMP,HAZARDRATING
9462,GEDS-7HVQF2,20171218,Follow-Up,0,0,,Low
9463,GEDS-7HVQF2,20171211,Routine,1,1,"401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat|502,Not Critical,In operators absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat",Low
9464,GEDS-7HVQF2,20170622,Follow-Up,0,0,,Low
9465,GEDS-7HVQF2,20170620,Routine,1,2,"103,Not Critical,Failure to hold a valid permit while operating a food service establishment [s. 8(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
9466,GEDS-7HVQF2,20170307,Routine,1,1,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
9467,HCAR-BJKP2Z,20200109,Follow-Up,0,0,,Low
9468,HCAR-BJKP2Z,20200106,Routine,1,1,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
9469,GEDS-65GQZK,20200211,Routine,0,0,,Low
9470,GEDS-65GQZK,20191128,Follow-Up,0,1,"305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat",Low
9471,GEDS-65GQZK,20191024,Routine,1,3,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
9472,GEDS-65GQZK,20190415,Follow-Up,0,0,,Low
9473,GEDS-65GQZK,20190321,Follow-Up,0,0,,Low
9474,GEDS-65GQZK,20190308,Follow-Up,0,2,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat",Low
9475,GEDS-65GQZK,20190214,Routine,2,3,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat",Moderate
9476,GEDS-65GQZK,20180419,Routine,0,1,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat",Low
9477,GEDS-65GQZK,20170926,Routine,0,0,,Low
9478,GEDS-65GQZK,20170411,Routine,0,0,,Low
9479,SHEN-AP8MCX,20200710,Follow-Up,0,0,,Low
9480,SHEN-AP8MCX,20200129,Follow-Up,0,1,"305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat",Low
9481,SHEN-AP8MCX,20200122,Routine,2,2,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat",High
9482,SHEN-AP8MCX,20190711,Follow-Up,0,0,,Low
9483,SHEN-AP8MCX,20190626,Routine,1,5,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat",High
9484,SHEN-AP8MCX,20190128,Routine,0,3,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat",Low
9485,SHEN-AP8MCX,20180727,Follow-Up,0,0,,Low
9486,SHEN-AP8MCX,20180703,Routine,1,4,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat",High
9487,SHEN-AP8MCX,20180315,Follow-Up,0,0,,Low
9488,SHEN-AP8MCX,20180222,Routine,2,6,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat|501,Not Critical,Operator does not have FOODSAFE Level 1 or Equivalent [s. 10(1)],Not Repeat|502,Not Critical,In operators absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat",Moderate
9489,SHEN-AP8MCX,20180207,Follow-Up,0,0,,Low
9490,SHEN-AP8MCX,20171215,Follow-Up,0,2,"305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat|311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat",Low
9491,SHEN-AP8MCX,20171211,Follow-Up,0,1,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
9492,SHEN-AP8MCX,20171207,Routine,0,5,"104,Not Critical,Permit not posted in a conspicuous location [s. 8(7)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat",Moderate
9493,SHEN-AP8MCX,20170918,Follow-Up,0,1,"212,Not Critical,Operator has not provided acceptable written food handling procedures [s. 23],Not Repeat",Low
9494,SHEN-AP8MCX,20170824,Routine,3,0,"203,Critical,Food not cooled in an acceptable manner [s. 12(a)],Not Repeat|205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Moderate
9495,A019780,20190619,Routine,0,0,,Low
9496,A019780,20181031,Routine,0,0,,Low
9497,A019780,20170531,Routine,0,0,,Low
9498,A019546,20190705,Routine,0,1,"305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat",Low
9499,A019546,20180508,Routine,0,1,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat",Low
9500,A019546,20170531,Routine,0,0,,Low
9501,GEDS-6KSUZ7,20200218,Follow-Up,0,0,,Low
9502,GEDS-6KSUZ7,20191218,Routine,0,2,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
9503,GEDS-6KSUZ7,20190812,Routine,1,1,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
9504,GEDS-6KSUZ7,20190306,Routine,1,1,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat",Low
9505,GEDS-6KSUZ7,20181009,Routine,0,0,,Low
9506,GEDS-6KSUZ7,20180313,Routine,0,1,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
9507,GEDS-6KSUZ7,20171121,Routine,1,1,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
9508,GEDS-6KSUZ7,20170612,Routine,1,0,"401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
9509,GEDS-6KSUZ7,20170517,Follow-Up,0,0,,Low
9510,GEDS-6KSUZ7,20170516,Follow-Up,1,3,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|312,Not Critical,Items not required for food premises operation being stored on the premises [s. 18],Not Repeat",Moderate
9511,GEDS-84RPVZ,20200716,Routine,2,3,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Moderate
9512,GEDS-84RPVZ,20191112,Routine,0,0,,Low
9513,GEDS-84RPVZ,20190628,Routine,0,0,,Low
9514,GEDS-84RPVZ,20181212,Routine,0,0,,Low
9515,GEDS-84RPVZ,20180711,Routine,0,1,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
9516,GEDS-84RPVZ,20180130,Routine,0,0,,Low
9517,GEDS-84RPVZ,20170804,Routine,0,0,,Low
9518,GEDS-84RPVZ,20170308,Routine,0,0,,Low
9519,SWOD-9YWMPT,20200915,Routine,0,1,"309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat",Low
9520,SWOD-9YWMPT,20190920,Routine,0,0,,Low
9521,SWOD-9YWMPT,20180924,Routine,0,1,"501,Not Critical,Operator does not have FOODSAFE Level 1 or Equivalent [s. 10(1)],Not Repeat",Low
9522,SWOD-9YWMPT,20170912,Routine,0,2,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat",Low
9523,SWOD-9YWNBN,20200922,Follow-Up,0,0,,Low
9524,SWOD-9YWNBN,20200915,Routine,0,1,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
9525,SWOD-9YWNBN,20200312,Routine,0,3,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
9526,SWOD-9YWNBN,20190920,Routine,1,1,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat",Low
9527,SWOD-9YWNBN,20190308,Routine,1,2,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
9528,SWOD-9YWNBN,20180924,Routine,2,2,"206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat|501,Not Critical,Operator does not have FOODSAFE Level 1 or Equivalent [s. 10(1)],Not Repeat",Low
9529,SWOD-9YWNBN,20180309,Routine,1,1,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat",Low
9530,SWOD-9YWNBN,20170912,Routine,1,1,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
9531,SWOD-9YWNBN,20170413,Follow-Up,0,0,,Low
9532,SWOD-9YWNBN,20170323,Routine,2,3,"203,Critical,Food not cooled in an acceptable manner [s. 12(a)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",High
9533,GEDS-6BENH6,20200220,Routine,0,0,,Low
9534,GEDS-6BENH6,20190326,Routine,0,1,"501,Not Critical,Operator does not have FOODSAFE Level 1 or Equivalent [s. 10(1)],Not Repeat",Low
9535,GEDS-6BENH6,20180308,Routine,0,1,"309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat",Low
9536,GEDS-6BENH6,20170302,Routine,0,1,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat",Low
9537,RORS-67JTWY,20191004,Routine,1,0,"401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
9538,RORS-67JTWY,20181102,Follow-Up,0,0,,Low
9539,RORS-67JTWY,20181101,Routine,2,1,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
9540,RORS-67JTWY,20171025,Routine,0,0,,Low
9541,RORS-67JTWY,20170526,Routine,0,0,,Low
9542,RORS-67JTWY,20170206,Routine,1,1,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
9543,HCAR-B6VVH9,20200309,Routine,0,0,,Low
9544,HCAR-B6VVH9,20191011,Routine,1,1,"303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
9545,HCAR-B6VVH9,20190204,Routine,1,1,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
9546,HCAR-B6VVH9,20181102,Follow-Up,0,0,,Low
9547,RORS-67JU29,20200309,Routine,0,0,,Low
9548,RORS-67JU29,20191011,Routine,1,0,"206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat",Low
9549,RORS-67JU29,20190206,Follow-Up,0,0,,Low
9550,RORS-67JU29,20190204,Routine,0,3,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat",Low
9551,RORS-67JU29,20180214,Routine,0,3,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
9552,RORS-67JU29,20171025,Routine,1,2,"206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
9553,RORS-67JU29,20170728,Routine,2,2,"201,Critical,Food contaminated or unfit for human consumption [s. 13],Not Repeat|303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat",Moderate
9554,RORS-67JU29,20170313,Routine,0,2,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat",Low
9555,A018835,20200312,Follow-Up,0,0,,Low
9556,A018835,20200305,Routine,1,1,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
9557,A018835,20190925,Routine,0,1,"311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat",Low
9558,A018835,20181101,Routine,0,0,,Low
9559,A018835,20180319,Routine,0,0,,Low
9560,A018835,20171026,Routine,0,0,,Low
9561,A018835,20170329,Routine,0,1,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
9562,A016986,20190926,Routine,0,0,,Low
9563,A016986,20190123,Routine,0,0,,Low
9564,A016986,20180618,Routine,0,0,,Low
9565,A016986,20171212,Routine,0,1,"211,Not Critical,Frozen potentially hazardous food stored/displayed above -18 °C. [s. 14(3)],Not Repeat",Low
9566,A016986,20170613,Routine,0,0,,Low
9567,A016986,20170126,Routine,0,0,,Low
9568,SHEN-9SSQ4C,20200219,Routine,0,0,,Low
9569,SHEN-9SSQ4C,20200127,Routine,0,0,,Low
9570,SHEN-9SSQ4C,20190322,Routine,0,0,,Low
9571,SHEN-9SSQ4C,20181005,Routine,0,0,,Low
9572,SHEN-9SSQ4C,20180213,Routine,0,0,,Low
9573,SHEN-9SSQ4C,20170714,Routine,0,0,,Low
9574,SHEN-9SSQ4C,20170201,Routine,0,0,,Low
9575,NDAA-9EBMZR,20200129,Routine,0,0,,Low
9576,NDAA-9EBMZR,20190910,Routine,1,0,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat",Low
9577,NDAA-9EBMZR,20190311,Routine,0,0,,Low
9578,NDAA-9EBMZR,20180907,Routine,0,0,,Low
9579,NDAA-9EBMZR,20180307,Routine,0,2,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat",Low
9580,NDAA-9EBMZR,20170809,Routine,1,0,"201,Critical,Food contaminated or unfit for human consumption [s. 13],Not Repeat",Low
9581,NDAA-9EBMZR,20170301,Routine,1,1,"201,Critical,Food contaminated or unfit for human consumption [s. 13],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
9582,SPLH-A9UT9Z,20200716,Follow-Up,0,0,,Low
9583,SPLH-A9UT9Z,20200616,Follow-Up,0,4,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat",Low
9584,SPLH-A9UT9Z,20200601,Routine,2,6,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat",High
9585,SPLH-A9UT9Z,20191028,Follow-Up,3,0,"206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat",High
9586,SPLH-A9UT9Z,20191015,Follow-Up,2,0,"206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",High
9587,SPLH-A9UT9Z,20191007,Routine,4,3,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat",High
9588,SPLH-A9UT9Z,20190325,Routine,5,4,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|310,Not Critical,Single use containers & utensils are used more than once [s. 20],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat",High
9589,SPLH-A9UT9Z,20180911,Follow-Up,0,1,"501,Not Critical,Operator does not have FOODSAFE Level 1 or Equivalent [s. 10(1)],Not Repeat",Low
9590,SPLH-A9UT9Z,20180828,Routine,1,2,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
9591,SPLH-A9UT9Z,20180207,Follow-Up,0,0,,Low
9592,SPLH-A9UT9Z,20180205,Follow-Up,1,3,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
9593,SPLH-A9UT9Z,20180117,Routine,2,2,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Moderate
9594,SPLH-A9UT9Z,20170915,Follow-Up,0,0,,Low
9595,SPLH-A9UT9Z,20170825,Follow-Up,0,0,,Low
9596,SPLH-A9UT9Z,20170824,Routine,1,2,"303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Moderate
9597,SPLH-A9UT9Z,20170206,Follow-Up,0,0,,Low
9598,SPLH-A9UT9Z,20170131,Routine,1,4,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Moderate
9599,SDFO-8MYUXQ,20200107,Routine,0,1,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat",Low
9600,SDFO-8MYUXQ,20190806,Routine,1,2,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
9601,SDFO-8MYUXQ,20190301,Follow-Up,0,0,,Low
9602,SDFO-8MYUXQ,20190226,Routine,2,2,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",High
9603,SDFO-8MYUXQ,20181205,Follow-Up,0,0,,Low
9604,SDFO-8MYUXQ,20181203,Routine,2,4,"104,Not Critical,Permit not posted in a conspicuous location [s. 8(7)],Not Repeat|205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Moderate
9605,SDFO-8MYUXQ,20180507,Follow-Up,0,0,,Low
